,Name,Year,Exp,Age,Tm,Pos,G,Gs,Mp,Fg,FgA,Fg%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,Ast,Stl,Blk,Tov,PF,Pts,BPM
586,Jose Calderon,2006,0,24,0.0,2,64,11,23.2,2.1,4.9,0.423,0.1,0.7,0.163,2.0,4.2,0.465,0.434,1.2,1.4,0.848,0.5,1.7,2.2,4.5,0.7,0.1,1.6,1.5,5.5,-3.9
587,Jose Calderon,2007,1,25,0.0,1,77,11,21.0,3.4,6.6,0.521,0.3,1.0,0.33299999999999996,3.1,5.6,0.5529999999999999,0.546,1.5,1.9,0.818,0.3,1.5,1.7,5.0,0.8,0.1,1.4,1.8,8.7,0.1
588,Jose Calderon,2008,2,26,0.0,1,82,56,30.3,4.5,8.6,0.519,1.0,2.2,0.429,3.5,6.4,0.551,0.575,1.3,1.5,0.9079999999999999,0.4,2.5,2.9,8.3,1.1,0.1,1.5,1.6,11.2,2.6
589,Jose Calderon,2009,3,27,0.0,1,68,68,34.3,4.7,9.5,0.49700000000000005,1.2,3.0,0.406,3.5,6.5,0.5379999999999999,0.561,2.2,2.3,0.981,0.2,2.6,2.9,8.9,1.1,0.1,2.1,1.7,12.8,0.9
590,Jose Calderon,2010,4,28,0.0,1,68,39,26.7,4.0,8.4,0.48200000000000004,1.0,2.5,0.39799999999999996,3.0,5.8,0.519,0.542,1.2,1.5,0.7979999999999999,0.3,1.8,2.1,5.9,0.7,0.1,1.5,2.0,10.3,-0.6
591,Jose Calderon,2011,5,29,0.0,1,68,55,30.9,3.9,8.8,0.44,0.8,2.3,0.365,3.0,6.5,0.466,0.48700000000000004,1.3,1.5,0.8540000000000001,0.4,2.5,3.0,8.9,1.2,0.1,2.2,2.1,9.8,-1.3
592,Jose Calderon,2012,6,30,0.0,1,53,53,33.9,4.1,9.0,0.457,1.1,3.0,0.371,3.0,6.0,0.5,0.519,1.1,1.3,0.882,0.4,2.7,3.0,8.8,0.9,0.1,2.0,1.8,10.5,-0.4
593,Jose Calderon,2013,7,31,0.5,1,73,58,29.6,4.3,8.7,0.491,1.8,3.9,0.461,2.5,4.8,0.516,0.594,1.0,1.1,0.9,0.3,2.1,2.4,7.1,0.8,0.1,1.7,1.4,11.3,0.4
594,Jose Calderon,2014,8,32,0.0,1,81,81,30.5,4.2,9.2,0.456,2.4,5.2,0.449,1.9,4.0,0.46399999999999997,0.584,0.6,0.8,0.825,0.4,2.0,2.4,4.7,0.9,0.1,1.3,1.7,11.4,1.3
595,Jose Calderon,2015,9,33,0.0,1,42,42,30.2,3.5,8.4,0.415,1.4,3.4,0.415,2.1,5.0,0.415,0.499,0.7,0.8,0.9059999999999999,0.5,2.5,3.0,4.7,0.7,0.0,1.8,1.8,9.1,-3.2
596,Jose Calderon,2016,10,34,0.0,1,72,72,28.1,2.9,6.3,0.45899999999999996,1.2,2.8,0.414,1.7,3.5,0.496,0.552,0.6,0.7,0.875,0.3,2.9,3.2,4.1,0.9,0.1,1.2,1.9,7.6,-0.1
597,Jose Calderon,2017,11,35,0.5,1,41,13,13.1,1.3,3.3,0.41,0.5,1.6,0.313,0.9,1.7,0.5,0.485,0.3,0.3,0.917,0.4,1.4,1.8,2.1,0.3,0.0,1.0,0.9,3.4,-4.7
598,Kentavious Caldwell-Pope,2014,0,20,0.0,2,80,41,19.8,2.3,5.8,0.396,0.7,2.3,0.319,1.5,3.4,0.447,0.46,0.6,0.8,0.77,0.5,1.5,2.0,0.7,0.9,0.2,0.4,1.8,5.9,-2.1
599,Kentavious Caldwell-Pope,2015,1,21,0.0,2,82,82,31.5,4.8,11.9,0.401,1.9,5.4,0.345,2.9,6.4,0.449,0.48,1.3,1.9,0.696,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2.0,12.7,-1.0
600,Kentavious Caldwell-Pope,2016,2,22,0.0,2,76,76,36.7,5.3,12.6,0.42,1.5,4.9,0.309,3.8,7.8,0.489,0.479,2.4,3.0,0.8109999999999999,0.9,2.8,3.7,1.8,1.4,0.2,1.4,2.2,14.5,1.1
601,Kentavious Caldwell-Pope,2017,3,23,0.0,2,76,75,33.3,4.9,12.2,0.39899999999999997,2.0,5.8,0.35,2.9,6.5,0.442,0.48100000000000004,2.0,2.4,0.8320000000000001,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8,0.9
602,Isaiah Canaan,2014,0,22,0.0,1,22,0,11.5,1.4,4.0,0.35600000000000004,0.8,2.5,0.327,0.6,1.5,0.406,0.46,1.0,1.3,0.7240000000000001,0.3,0.8,1.1,1.0,0.4,0.2,1.0,1.1,4.6,-3.4
603,Isaiah Canaan,2015,1,23,0.5,1,47,21,20.0,3.1,8.0,0.386,1.9,5.2,0.37,1.2,2.8,0.41700000000000004,0.507,1.0,1.3,0.8170000000000001,0.4,1.5,1.9,2.1,0.6,0.1,1.3,1.8,9.2,-2.2
604,Isaiah Canaan,2016,2,24,0.0,2,77,39,25.5,3.4,9.4,0.36,2.3,6.3,0.363,1.1,3.1,0.354,0.48200000000000004,1.9,2.3,0.833,0.3,2.0,2.3,1.8,0.7,0.2,1.2,1.7,11.0,-2.7
605,Isaiah Canaan,2017,3,25,0.0,2,39,0,15.2,1.6,4.4,0.364,0.6,2.4,0.266,1.0,2.0,0.48100000000000004,0.436,0.8,0.8,0.909,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,4.6,-3.4
606,Clint Capela,2015,0,20,0.0,5,12,0,7.5,1.2,2.4,0.483,0.0,0.0,0.0,1.2,2.4,0.483,0.483,0.3,1.9,0.174,0.8,2.2,3.0,0.2,0.1,0.8,0.4,1.2,2.7,-7.8
607,Clint Capela,2016,1,21,0.0,5,77,35,19.1,3.0,5.2,0.5820000000000001,0.0,0.0,0.0,3.0,5.1,0.583,0.5820000000000001,1.0,2.7,0.379,2.5,3.9,6.4,0.6,0.8,1.2,0.8,2.5,7.0,0.5
608,Clint Capela,2017,2,22,0.0,5,65,59,23.9,5.6,8.7,0.643,0.0,0.0,0.0,5.6,8.7,0.643,0.643,1.4,2.7,0.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,12.6,0.9
609,DeMarre Carroll,2010,0,23,0.0,3,71,1,11.2,1.2,3.1,0.396,0.0,0.1,0.0,1.2,3.0,0.40700000000000003,0.396,0.5,0.7,0.623,0.7,1.4,2.1,0.5,0.4,0.1,0.3,1.5,2.9,-4.1
610,DeMarre Carroll,2011,1,24,0.5,4,12,0,4.2,0.3,1.0,0.33299999999999996,0.0,0.0,0.0,0.3,1.0,0.33299999999999996,0.33299999999999996,0.2,0.2,1.0,0.2,0.5,0.7,0.3,0.1,0.1,0.0,0.4,0.8,-5.8
611,DeMarre Carroll,2012,2,25,0.5,3,24,9,14.5,1.8,4.4,0.41,0.3,0.8,0.368,1.5,3.6,0.419,0.44299999999999995,0.6,0.7,0.875,1.2,1.0,2.2,0.8,0.5,0.0,0.5,1.5,4.5,-1.3
612,DeMarre Carroll,2013,3,26,0.0,3,66,12,16.8,2.3,4.9,0.46,0.3,1.1,0.28600000000000003,2.0,3.8,0.508,0.491,1.1,1.5,0.765,1.3,1.5,2.8,0.9,0.9,0.4,0.5,1.8,6.0,2.0
613,DeMarre Carroll,2014,4,27,0.0,3,73,73,32.1,4.1,8.8,0.47,1.3,3.7,0.36200000000000004,2.8,5.1,0.5479999999999999,0.546,1.5,1.9,0.773,1.5,4.1,5.5,1.8,1.5,0.3,1.1,2.6,11.1,2.1
614,DeMarre Carroll,2015,5,28,0.0,3,70,69,31.3,4.5,9.3,0.48700000000000004,1.7,4.3,0.395,2.8,5.0,0.5670000000000001,0.579,1.8,2.6,0.7020000000000001,1.4,3.9,5.3,1.7,1.3,0.2,1.1,2.2,12.6,2.9
615,DeMarre Carroll,2016,6,29,0.0,3,26,22,30.2,4.0,10.4,0.389,1.8,4.5,0.39,2.3,5.8,0.38799999999999996,0.474,1.2,1.9,0.6,1.2,3.5,4.7,1.0,1.7,0.2,1.1,2.4,11.0,0.2
616,DeMarre Carroll,2017,7,30,0.0,3,72,72,26.1,3.1,7.6,0.4,1.5,4.4,0.341,1.5,3.2,0.483,0.499,1.2,1.6,0.7609999999999999,0.9,2.9,3.8,1.0,1.1,0.4,0.8,2.0,8.9,1.0
617,Vince Carter,1999,0,22,0.0,3,50,49,35.2,6.9,15.3,0.45,0.4,1.3,0.28800000000000003,6.5,14.0,0.466,0.46299999999999997,4.1,5.4,0.7609999999999999,1.9,3.8,5.7,3.0,1.1,1.5,2.2,2.8,18.3,1.9
618,Vince Carter,2000,1,23,0.0,3,82,82,38.1,9.6,20.7,0.465,1.2,2.9,0.40299999999999997,8.5,17.8,0.475,0.493,5.3,6.7,0.7909999999999999,1.8,4.0,5.8,3.9,1.3,1.1,2.2,3.2,25.7,4.6
619,Vince Carter,2001,2,24,0.0,3,75,75,39.7,10.2,22.1,0.46,2.2,5.3,0.408,8.0,16.8,0.47700000000000004,0.509,5.1,6.7,0.765,2.3,3.2,5.5,3.9,1.5,1.1,2.2,2.7,27.6,7.0
620,Vince Carter,2002,3,25,0.0,2,60,60,39.8,9.3,21.8,0.428,2.0,5.2,0.387,7.3,16.6,0.441,0.474,4.1,5.1,0.7979999999999999,2.3,2.9,5.2,4.0,1.6,0.7,2.6,3.2,24.7,4.1
621,Vince Carter,2003,4,26,0.0,2,43,42,34.2,8.3,17.7,0.467,1.0,3.0,0.344,7.2,14.6,0.493,0.49700000000000005,3.0,3.7,0.8059999999999999,1.4,3.0,4.4,3.3,1.1,1.0,1.7,2.8,20.6,2.7
622,Vince Carter,2004,5,27,0.0,2,73,73,38.2,8.3,20.0,0.41700000000000004,1.3,3.3,0.38299999999999995,7.1,16.6,0.424,0.449,4.6,5.7,0.8059999999999999,1.3,3.5,4.8,4.8,1.2,0.9,3.1,2.9,22.5,2.9
623,Vince Carter,2005,6,28,0.5,3,77,76,36.7,9.0,20.0,0.452,1.6,4.1,0.406,7.4,15.9,0.46299999999999997,0.493,4.8,6.0,0.7979999999999999,1.4,3.8,5.2,4.2,1.4,0.6,2.2,3.2,24.5,5.3
624,Vince Carter,2006,7,29,0.0,2,79,79,36.8,8.3,19.2,0.43,1.6,4.6,0.341,6.7,14.6,0.45899999999999996,0.47100000000000003,6.1,7.6,0.799,1.7,4.1,5.8,4.3,1.2,0.7,2.7,3.0,24.2,4.4
625,Vince Carter,2007,8,30,0.0,2,82,82,38.1,8.9,19.5,0.45399999999999996,1.9,5.3,0.35700000000000004,7.0,14.2,0.491,0.503,5.6,7.0,0.802,1.4,4.6,6.0,4.8,1.0,0.4,2.6,3.2,25.2,4.1
626,Vince Carter,2008,9,31,0.0,2,76,72,38.9,7.7,16.9,0.456,1.3,3.6,0.359,6.4,13.3,0.48200000000000004,0.494,4.6,5.6,0.816,1.5,4.5,6.0,5.1,1.2,0.4,2.4,3.2,21.3,3.0
627,Vince Carter,2009,10,32,0.0,2,80,80,36.8,7.4,16.8,0.43700000000000006,1.9,4.9,0.385,5.5,11.9,0.45899999999999996,0.493,4.2,5.1,0.8170000000000001,0.9,4.2,5.1,4.7,1.0,0.5,2.1,2.9,20.8,2.5
628,Vince Carter,2010,11,33,0.0,2,75,74,30.8,5.8,13.5,0.428,1.6,4.3,0.36700000000000005,4.2,9.2,0.456,0.486,3.4,4.1,0.84,0.4,3.5,3.9,3.1,0.7,0.2,1.4,2.5,16.6,1.7
629,Vince Carter,2011,12,34,0.5,2,73,63,28.1,5.3,12.2,0.43700000000000006,1.6,4.4,0.361,3.7,7.8,0.479,0.502,1.8,2.4,0.74,0.7,3.0,3.8,2.0,0.9,0.3,1.2,2.6,14.0,0.3
630,Vince Carter,2012,13,35,0.0,2,61,40,25.3,3.7,8.9,0.41100000000000003,1.2,3.4,0.361,2.4,5.5,0.442,0.48,1.6,1.9,0.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,10.1,0.6
631,Vince Carter,2013,14,36,0.0,3,81,3,25.8,4.6,10.6,0.435,2.0,4.9,0.406,2.6,5.6,0.461,0.53,2.2,2.8,0.816,0.7,3.4,4.1,2.4,0.9,0.5,1.3,2.8,13.4,2.9
632,Vince Carter,2014,15,37,0.0,2,81,0,24.4,4.1,10.0,0.40700000000000003,1.8,4.6,0.39399999999999996,2.3,5.4,0.418,0.49700000000000005,2.0,2.4,0.821,0.8,2.7,3.5,2.6,0.8,0.4,1.3,2.6,11.9,1.1
633,Vince Carter,2015,16,38,0.0,2,66,1,16.5,2.0,6.2,0.33299999999999996,1.0,3.5,0.297,1.0,2.6,0.379,0.41700000000000004,0.7,0.9,0.789,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.5,5.8,-1.4
634,Vince Carter,2016,17,39,0.0,2,60,3,16.8,2.2,5.7,0.38799999999999996,1.0,2.8,0.349,1.2,2.9,0.425,0.474,1.2,1.4,0.833,0.5,1.9,2.4,0.9,0.6,0.3,0.6,1.7,6.6,-1.2
635,Vince Carter,2017,18,40,0.0,3,73,15,24.6,2.6,6.7,0.39399999999999996,1.5,4.1,0.37799999999999995,1.1,2.7,0.418,0.508,1.2,1.6,0.765,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8.0,1.0
636,Michael Carter-Williams,2014,0,22,0.0,1,70,70,34.5,6.1,15.1,0.405,0.8,3.0,0.264,5.3,12.1,0.44,0.431,3.7,5.2,0.703,1.4,4.8,6.2,6.3,1.9,0.6,3.5,3.0,16.7,-0.2
637,Michael Carter-Williams,2015,1,23,0.5,1,66,63,32.6,5.5,13.9,0.396,0.5,2.3,0.235,5.0,11.6,0.428,0.41600000000000004,3.1,4.4,0.6940000000000001,1.0,4.4,5.3,6.7,1.7,0.5,3.8,2.5,14.6,-0.7
638,Michael Carter-Williams,2016,2,24,0.0,1,54,37,30.5,4.6,10.3,0.452,0.3,1.0,0.273,4.4,9.3,0.47200000000000003,0.466,2.0,3.0,0.654,0.9,4.2,5.1,5.2,1.5,0.8,2.8,3.0,11.5,-0.8
639,Michael Carter-Williams,2017,3,25,0.0,1,45,19,18.8,2.5,6.8,0.366,0.3,1.4,0.23399999999999999,2.2,5.4,0.401,0.391,1.3,1.7,0.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6,-2.4
640,Omri Casspi,2010,0,21,0.0,3,77,31,25.1,3.9,8.7,0.446,1.0,2.6,0.369,2.9,6.1,0.48,0.502,1.5,2.3,0.672,1.0,3.6,4.5,1.2,0.7,0.2,1.3,1.6,10.3,-2.1
641,Omri Casspi,2011,1,22,0.0,3,71,27,24.0,3.2,7.7,0.41200000000000003,1.3,3.5,0.37200000000000005,1.9,4.2,0.445,0.496,1.0,1.4,0.6729999999999999,1.0,3.3,4.3,1.0,0.8,0.2,1.0,1.6,8.6,-1.3
642,Omri Casspi,2012,2,23,0.0,3,65,35,20.6,2.6,6.3,0.40299999999999997,0.8,2.6,0.315,1.7,3.8,0.46299999999999997,0.467,1.1,1.7,0.685,1.0,2.5,3.5,1.0,0.6,0.3,1.0,1.8,7.1,-2.4
643,Omri Casspi,2013,3,24,0.0,3,43,1,11.7,1.5,3.7,0.39399999999999996,0.6,1.8,0.32899999999999996,0.9,2.0,0.452,0.47200000000000003,0.5,1.0,0.537,0.5,2.2,2.7,0.7,0.6,0.3,0.5,1.0,4.0,-1.7
644,Omri Casspi,2014,4,25,0.0,4,71,2,18.1,2.4,5.8,0.42200000000000004,0.9,2.5,0.34700000000000003,1.6,3.3,0.479,0.496,1.2,1.7,0.68,0.8,2.9,3.7,1.2,0.6,0.2,1.0,1.4,6.9,-0.8
645,Omri Casspi,2015,5,26,0.0,3,67,19,21.1,3.1,6.4,0.489,0.5,1.3,0.402,2.6,5.1,0.512,0.53,2.1,2.9,0.733,0.8,3.1,3.9,1.5,0.5,0.1,1.3,1.6,8.9,-1.3
646,Omri Casspi,2016,6,27,0.0,3,69,21,27.2,4.3,9.0,0.48100000000000004,1.6,4.0,0.409,2.7,5.0,0.537,0.5710000000000001,1.5,2.3,0.648,0.8,5.1,5.9,1.4,0.8,0.2,1.4,2.2,11.8,-0.3
647,Omri Casspi,2017,7,28,0.5,3,36,2,17.9,2.1,4.6,0.47,0.4,1.2,0.349,1.7,3.4,0.512,0.515,0.5,0.8,0.586,0.8,2.4,3.1,1.0,0.6,0.1,0.8,1.4,5.2,-3.0
648,Willie Cauley-Stein,2016,0,22,0.0,5,66,39,21.4,2.9,5.1,0.563,0.0,0.0,0.0,2.9,5.1,0.5670000000000001,0.563,1.2,1.9,0.648,2.0,3.3,5.3,0.6,0.7,1.0,0.7,2.2,7.0,0.7
649,Willie Cauley-Stein,2017,1,23,0.0,5,75,21,18.9,3.4,6.4,0.53,0.0,0.0,0.0,3.4,6.4,0.532,0.53,1.3,2.0,0.669,1.1,3.4,4.5,1.1,0.7,0.6,0.9,2.0,8.1,-1.2
650,Mario Chalmers,2009,0,22,0.0,1,82,82,32.0,3.4,8.1,0.42,1.4,3.8,0.36700000000000005,2.0,4.3,0.467,0.506,1.8,2.4,0.767,0.5,2.3,2.8,4.9,2.0,0.1,2.0,2.9,10.0,0.8
651,Mario Chalmers,2010,1,23,0.0,1,73,22,24.8,2.5,6.2,0.401,1.0,3.2,0.318,1.5,3.0,0.491,0.483,1.1,1.5,0.745,0.3,1.5,1.8,3.4,1.2,0.2,1.7,2.4,7.1,-0.4
652,Mario Chalmers,2011,2,24,0.0,1,70,28,22.6,2.2,5.5,0.39899999999999997,1.2,3.3,0.359,1.0,2.2,0.45899999999999996,0.506,0.8,0.9,0.871,0.2,1.9,2.1,2.5,1.1,0.1,1.3,2.3,6.4,0.0
653,Mario Chalmers,2012,3,25,0.0,1,64,64,28.5,3.5,7.8,0.44799999999999995,1.6,4.1,0.38799999999999996,1.9,3.7,0.513,0.5489999999999999,1.3,1.6,0.792,0.3,2.4,2.7,3.5,1.5,0.2,2.2,2.6,9.8,1.4
654,Mario Chalmers,2013,4,26,0.0,1,77,77,26.9,2.9,6.9,0.429,1.6,3.9,0.409,1.4,3.0,0.456,0.545,1.2,1.5,0.795,0.2,2.0,2.2,3.5,1.5,0.2,1.5,2.5,8.6,1.1
655,Mario Chalmers,2014,5,27,0.0,1,73,73,29.8,3.5,7.7,0.45399999999999996,1.2,3.1,0.385,2.3,4.6,0.5,0.531,1.7,2.2,0.742,0.6,2.4,2.9,4.9,1.6,0.2,2.2,2.9,9.8,1.2
656,Mario Chalmers,2015,6,28,0.0,1,80,37,29.6,3.3,8.3,0.40299999999999997,0.9,3.1,0.294,2.4,5.2,0.467,0.45799999999999996,2.6,3.3,0.774,0.3,2.3,2.6,3.8,1.5,0.1,2.2,3.1,10.2,-1.0
657,Mario Chalmers,2016,7,29,0.5,1,61,7,22.5,3.0,7.3,0.41,0.8,2.4,0.309,2.2,4.8,0.461,0.462,3.6,4.3,0.8320000000000001,0.4,2.2,2.6,3.8,1.4,0.2,1.8,3.0,10.3,1.5
658,Tyson Chandler,2002,0,19,0.0,5,71,31,19.6,2.1,4.3,0.49700000000000005,0.0,0.0,0.0,2.1,4.3,0.49700000000000005,0.49700000000000005,1.9,3.1,0.604,1.6,3.2,4.8,0.8,0.4,1.3,1.4,2.5,6.1,-2.0
659,Tyson Chandler,2003,1,20,0.0,5,75,68,24.4,3.4,6.5,0.531,0.0,0.0,0.0,3.4,6.5,0.531,0.531,2.4,3.9,0.608,2.3,4.6,6.9,1.0,0.5,1.4,1.8,2.9,9.2,-0.3
660,Tyson Chandler,2004,2,21,0.0,4,35,8,22.3,1.9,4.5,0.424,0.0,0.0,0.0,1.9,4.5,0.42700000000000005,0.424,2.3,3.4,0.669,2.3,5.4,7.7,0.7,0.5,1.2,1.1,2.5,6.1,-2.1
661,Tyson Chandler,2005,3,22,0.0,5,80,10,27.4,2.6,5.2,0.494,0.0,0.0,0.0,2.6,5.2,0.496,0.494,2.8,4.2,0.6729999999999999,3.3,6.4,9.7,0.8,0.9,1.8,1.5,3.4,8.0,3.1
662,Tyson Chandler,2006,4,23,0.0,5,79,50,26.8,2.0,3.6,0.565,0.0,0.0,0.0,2.0,3.6,0.5670000000000001,0.565,1.2,2.4,0.503,3.4,5.7,9.0,1.0,0.5,1.3,1.6,3.8,5.3,2.2
663,Tyson Chandler,2007,5,24,0.0,5,73,73,34.6,4.0,6.4,0.624,0.0,0.0,0.0,4.0,6.4,0.625,0.624,1.5,2.8,0.527,4.4,8.0,12.4,0.9,0.5,1.8,1.7,3.3,9.5,2.5
664,Tyson Chandler,2008,6,25,0.0,5,79,79,35.2,4.8,7.7,0.623,0.0,0.0,0.0,4.8,7.6,0.624,0.623,2.2,3.7,0.593,4.1,7.7,11.7,1.0,0.6,1.1,1.7,3.1,11.8,2.4
665,Tyson Chandler,2009,7,26,0.0,5,45,45,32.1,3.6,6.3,0.565,0.0,0.0,0.0,3.6,6.3,0.565,0.565,1.7,3.0,0.579,3.6,5.1,8.7,0.5,0.3,1.2,1.6,3.2,8.8,-0.9
666,Tyson Chandler,2010,8,27,0.0,5,51,27,22.8,2.1,3.7,0.574,0.0,0.0,0.0,2.1,3.7,0.574,0.574,2.3,3.1,0.732,2.2,4.0,6.3,0.3,0.3,1.1,1.8,2.7,6.5,-1.6
667,Tyson Chandler,2011,9,28,0.0,5,74,74,27.8,3.6,5.5,0.654,0.0,0.0,0.0,3.6,5.5,0.654,0.654,2.9,4.0,0.732,2.8,6.6,9.4,0.4,0.5,1.1,1.2,3.2,10.1,2.2
668,Tyson Chandler,2012,10,29,0.0,5,62,62,33.2,3.9,5.7,0.679,0.0,0.0,0.0,3.9,5.7,0.6829999999999999,0.679,3.5,5.1,0.6890000000000001,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3.0,11.3,4.1
669,Tyson Chandler,2013,11,30,0.0,5,66,66,32.8,3.9,6.1,0.638,0.0,0.0,0.0,3.9,6.1,0.638,0.638,2.7,3.9,0.6940000000000001,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4,3.5
670,Tyson Chandler,2014,12,31,0.0,5,55,55,30.2,3.5,5.9,0.593,0.0,0.0,0.0,3.5,5.8,0.595,0.593,1.8,2.8,0.632,2.9,6.7,9.6,1.1,0.7,1.1,1.3,2.6,8.7,1.3
671,Tyson Chandler,2015,13,32,0.0,5,75,75,30.5,3.9,5.9,0.6659999999999999,0.0,0.0,0.0,3.9,5.9,0.6659999999999999,0.6659999999999999,2.5,3.4,0.72,3.9,7.6,11.5,1.1,0.6,1.2,1.4,2.3,10.3,4.2
672,Tyson Chandler,2016,14,33,0.0,5,66,60,24.5,2.8,4.8,0.583,0.0,0.0,0.0,2.8,4.7,0.585,0.583,1.6,2.6,0.62,2.7,6.1,8.7,1.0,0.5,0.7,1.4,2.2,7.2,-0.5
673,Tyson Chandler,2017,15,34,0.0,5,47,46,27.6,3.3,4.9,0.6709999999999999,0.0,0.0,0.0,3.3,4.9,0.6709999999999999,0.6709999999999999,1.9,2.6,0.7340000000000001,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4,-0.3
674,Wilson Chandler,2008,0,20,0.0,3,35,16,19.6,3.0,6.9,0.43799999999999994,0.3,0.9,0.3,2.8,6.1,0.45799999999999996,0.457,1.0,1.5,0.63,1.1,2.5,3.6,0.9,0.4,0.5,0.8,2.4,7.3,-3.5
675,Wilson Chandler,2009,1,21,0.0,3,82,70,33.4,5.5,12.9,0.43200000000000005,1.3,3.8,0.32799999999999996,4.3,9.0,0.47600000000000003,0.48100000000000004,2.1,2.6,0.795,1.1,4.3,5.4,2.1,0.9,0.9,1.7,3.0,14.4,-0.9
676,Wilson Chandler,2010,2,22,0.0,2,65,64,35.7,6.3,13.2,0.479,0.6,2.3,0.267,5.7,10.9,0.524,0.502,2.0,2.5,0.8059999999999999,1.4,3.9,5.4,2.1,0.7,0.8,1.7,2.8,15.3,-1.8
677,Wilson Chandler,2011,3,23,0.5,3,72,49,33.3,6.0,13.2,0.45,1.6,4.4,0.35,4.4,8.8,0.501,0.509,1.8,2.2,0.807,1.0,4.6,5.7,1.7,0.7,1.3,1.4,2.8,15.3,-0.5
678,Wilson Chandler,2012,4,24,0.0,3,8,6,26.9,3.9,9.9,0.392,0.4,1.5,0.25,3.5,8.4,0.418,0.41100000000000003,1.3,1.5,0.833,0.8,4.4,5.1,2.1,0.8,0.8,2.3,2.3,9.4,-4.0
679,Wilson Chandler,2013,5,25,0.0,4,43,8,25.1,4.9,10.6,0.462,1.2,2.9,0.413,3.7,7.7,0.48,0.519,2.0,2.6,0.7929999999999999,1.0,4.0,5.1,1.3,1.0,0.3,1.4,2.8,13.0,0.7
680,Wilson Chandler,2014,6,26,0.0,3,62,55,31.1,5.0,11.9,0.41600000000000004,2.0,5.7,0.348,3.0,6.2,0.478,0.499,1.8,2.5,0.7240000000000001,0.9,3.8,4.7,1.8,0.7,0.5,1.3,3.1,13.6,0.2
681,Wilson Chandler,2015,7,27,0.0,3,78,75,31.7,5.4,12.5,0.429,1.8,5.2,0.342,3.6,7.3,0.49,0.5,1.4,1.8,0.775,1.2,4.9,6.1,1.7,0.7,0.4,1.4,3.0,13.9,0.2
682,Wilson Chandler,2017,8,29,0.0,3,71,33,30.9,6.1,13.2,0.461,1.5,4.6,0.337,4.5,8.6,0.527,0.52,2.0,2.7,0.727,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,15.7,-0.9
683,Will Cherry,2015,0,23,0.0,1,8,0,8.6,0.6,2.4,0.263,0.3,1.1,0.222,0.4,1.3,0.3,0.316,0.4,0.8,0.5,0.1,0.5,0.6,1.0,0.8,0.1,0.5,1.3,1.9,-3.7
684,Josh Childress,2005,0,21,0.0,2,80,44,29.7,3.8,8.0,0.47,0.2,0.7,0.23199999999999998,3.6,7.3,0.493,0.48100000000000004,2.4,2.9,0.823,2.4,3.6,6.0,1.9,0.9,0.4,1.3,2.3,10.1,0.0
685,Josh Childress,2006,1,22,0.0,3,74,10,30.4,3.8,6.8,0.552,0.4,0.9,0.49200000000000005,3.3,5.9,0.56,0.583,2.1,2.7,0.7659999999999999,1.8,3.4,5.2,1.8,1.2,0.5,1.4,2.5,10.0,1.5
686,Josh Childress,2007,2,23,0.0,2,55,13,36.8,4.7,9.4,0.504,0.5,1.4,0.33799999999999997,4.3,8.0,0.5329999999999999,0.529,3.0,3.8,0.795,2.2,3.9,6.2,2.3,1.1,0.7,1.5,2.1,13.0,2.0
687,Josh Childress,2008,3,24,0.0,3,76,0,29.9,4.3,7.5,0.5710000000000001,0.3,0.8,0.36700000000000005,4.0,6.8,0.595,0.59,2.9,3.6,0.807,2.3,2.6,4.9,1.5,0.9,0.6,1.3,1.7,11.8,2.4
688,Josh Childress,2011,4,27,0.0,2,54,3,16.6,2.2,4.0,0.565,0.0,0.3,0.063,2.2,3.7,0.606,0.568,0.5,1.1,0.49200000000000005,1.3,1.6,2.9,0.8,0.6,0.4,0.8,1.3,5.0,0.5
689,Josh Childress,2012,5,28,0.0,3,34,0,14.4,1.4,2.9,0.485,0.1,0.7,0.16699999999999998,1.3,2.2,0.5870000000000001,0.505,0.0,0.1,0.0,0.9,1.9,2.8,1.0,0.4,0.2,0.3,1.1,2.9,1.1
690,Josh Childress,2013,6,29,0.0,3,14,0,7.1,0.4,1.5,0.28600000000000003,0.1,0.2,0.33299999999999996,0.4,1.3,0.278,0.31,0.1,0.1,0.5,0.4,0.6,1.1,0.4,0.1,0.1,0.0,0.2,1.0,-3.5
691,Josh Childress,2014,7,30,0.0,3,4,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,0.3,0.0,0.3,0.3,0.0,-4.3
