,Name,Year,Exp,Age,Tm,Pos,G,Gs,Mp,Fg,FgA,Fg%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,Ast,Stl,Blk,Tov,PF,Pts,BPM
2110,Jon Leuer,2014,2,24,0.0,4,49,0,13.1,2.5,5.0,0.49200000000000005,0.5,1.0,0.469,2.0,4.0,0.49700000000000005,0.539,0.8,1.0,0.787,0.8,2.5,3.2,0.4,0.4,0.3,0.6,1.3,6.2,-1.6
2111,Jon Leuer,2015,3,25,0.0,4,63,6,13.1,1.9,4.3,0.44299999999999995,0.1,0.5,0.24100000000000002,1.8,3.9,0.467,0.456,0.6,0.9,0.627,0.8,2.5,3.3,0.7,0.3,0.1,0.6,1.4,4.5,-3.1
2112,Jon Leuer,2016,4,26,0.0,4,67,27,18.7,3.3,7.0,0.48100000000000004,0.6,1.6,0.382,2.7,5.3,0.511,0.526,1.1,1.5,0.762,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,8.5,-1.0
2113,Jon Leuer,2017,5,27,0.0,4,75,34,25.9,4.1,8.6,0.48,0.7,2.2,0.293,3.5,6.4,0.545,0.518,1.3,1.5,0.867,1.4,4.0,5.4,1.5,0.4,0.3,0.9,1.9,10.2,0.1
2114,Caris LeVert,2017,0,22,0.0,3,57,26,21.7,3.0,6.7,0.45,1.0,3.2,0.321,2.0,3.4,0.5710000000000001,0.528,1.2,1.6,0.72,0.4,2.9,3.3,1.9,0.9,0.1,1.0,1.6,8.2,-1.1
2115,DeAndre Liggins,2012,0,23,0.0,3,17,0,6.8,0.7,1.5,0.48,0.0,0.2,0.0,0.7,1.2,0.5710000000000001,0.48,0.5,1.1,0.474,0.4,0.5,0.9,0.3,0.4,0.0,0.6,0.4,1.9,-4.4
2116,DeAndre Liggins,2013,1,24,0.0,2,39,1,7.4,0.5,1.2,0.447,0.2,0.5,0.368,0.4,0.7,0.5,0.521,0.2,0.5,0.5,0.3,1.0,1.4,0.4,0.5,0.1,0.4,0.8,1.5,-0.1
2117,DeAndre Liggins,2014,2,25,0.0,2,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,24.8
2118,DeAndre Liggins,2017,3,28,0.5,2,62,19,12.5,0.9,2.3,0.387,0.3,0.7,0.37,0.6,1.5,0.396,0.447,0.4,0.6,0.625,0.3,1.4,1.7,0.9,0.8,0.2,0.7,1.3,2.5,-2.1
2119,Damian Lillard,2013,0,22,0.0,1,82,82,38.6,6.7,15.7,0.429,2.3,6.1,0.368,4.5,9.6,0.469,0.501,3.3,3.9,0.8440000000000001,0.5,2.6,3.1,6.5,0.9,0.2,3.0,2.1,19.0,0.3
2120,Damian Lillard,2014,1,23,0.0,1,82,82,35.8,6.7,15.9,0.424,2.7,6.8,0.39399999999999996,4.1,9.1,0.447,0.508,4.5,5.2,0.871,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.7,2.7
2121,Damian Lillard,2015,2,24,0.5,1,82,82,35.7,7.2,16.6,0.434,2.4,7.0,0.34299999999999997,4.8,9.6,0.5,0.506,4.2,4.9,0.8640000000000001,0.6,4.0,4.6,6.2,1.2,0.3,2.7,2.0,21.0,5.1
2122,Damian Lillard,2016,3,25,0.0,1,75,75,35.7,8.2,19.7,0.419,3.1,8.1,0.375,5.2,11.5,0.45,0.49700000000000005,5.5,6.2,0.892,0.6,3.4,4.0,6.8,0.9,0.4,3.2,2.2,25.1,3.7
2123,Damian Lillard,2017,4,26,0.0,1,75,75,35.9,8.8,19.8,0.444,2.9,7.7,0.37,6.0,12.1,0.49200000000000005,0.516,6.5,7.3,0.895,0.6,4.3,4.9,5.9,0.9,0.3,2.6,2.0,27.0,4.3
2124,Jeremy Lin,2011,0,22,0.0,1,29,0,9.8,1.0,2.5,0.389,0.0,0.2,0.2,0.9,2.3,0.40299999999999997,0.396,0.7,0.9,0.76,0.4,0.8,1.2,1.4,1.1,0.3,0.6,1.1,2.6,0.6
2125,Jeremy Lin,2012,1,23,0.0,1,35,25,26.9,4.9,10.9,0.446,0.7,2.1,0.32,4.2,8.8,0.47700000000000004,0.478,4.2,5.2,0.7979999999999999,0.5,2.5,3.1,6.2,1.6,0.3,3.6,2.2,14.6,2.2
2126,Jeremy Lin,2013,2,24,0.0,1,82,82,32.2,4.8,10.9,0.441,1.1,3.1,0.33899999999999997,3.8,7.8,0.483,0.49,2.6,3.4,0.785,0.4,2.6,3.0,6.1,1.6,0.4,2.9,2.5,13.4,0.3
2127,Jeremy Lin,2014,3,25,0.0,1,71,33,28.9,4.2,9.3,0.446,1.2,3.2,0.358,3.0,6.1,0.49200000000000005,0.508,3.1,3.7,0.823,0.5,2.2,2.6,4.1,1.0,0.4,2.5,2.3,12.5,-0.4
2128,Jeremy Lin,2015,4,26,0.0,1,74,30,25.8,3.7,8.8,0.424,0.9,2.4,0.369,2.9,6.5,0.444,0.473,2.9,3.6,0.795,0.4,2.3,2.6,4.6,1.1,0.4,2.2,2.6,11.2,-0.8
2129,Jeremy Lin,2016,5,27,0.0,2,78,13,26.3,3.8,9.3,0.41200000000000003,1.0,2.9,0.336,2.9,6.4,0.446,0.46399999999999997,3.1,3.7,0.815,0.5,2.7,3.2,3.0,0.7,0.5,1.9,2.1,11.7,-1.1
2130,Jeremy Lin,2017,6,28,0.0,1,36,33,24.5,4.9,11.1,0.43799999999999994,1.6,4.3,0.37200000000000005,3.3,6.8,0.48,0.51,3.2,3.9,0.816,0.3,3.4,3.8,5.1,1.2,0.4,2.4,2.2,14.5,2.2
2131,Shaun Livingston,2005,0,19,0.0,1,30,15,27.1,3.0,7.2,0.414,0.0,0.1,0.0,3.0,7.1,0.418,0.414,1.5,2.0,0.746,0.7,2.2,3.0,5.0,1.1,0.4,2.5,2.7,7.4,-3.1
2132,Shaun Livingston,2006,1,20,0.0,1,61,14,25.0,2.4,5.7,0.42700000000000005,0.0,0.1,0.125,2.4,5.6,0.434,0.428,0.9,1.3,0.688,0.7,2.3,3.0,4.5,0.8,0.5,1.8,2.6,5.8,-2.1
2133,Shaun Livingston,2007,2,21,0.0,1,54,31,29.8,3.9,8.3,0.46299999999999997,0.1,0.3,0.313,3.8,8.0,0.469,0.469,1.5,2.1,0.7070000000000001,1.0,2.4,3.4,5.1,1.1,0.5,2.0,2.5,9.3,-0.9
2134,Shaun Livingston,2009,3,23,0.5,1,12,1,19.3,2.6,5.0,0.517,0.0,0.0,0.0,2.6,5.0,0.517,0.517,0.8,0.8,0.9,0.3,2.1,2.3,1.7,0.6,0.2,0.8,1.0,5.9,-3.4
2135,Shaun Livingston,2010,4,24,0.5,1,36,18,22.1,2.9,5.6,0.517,0.0,0.2,0.0,2.9,5.4,0.5329999999999999,0.517,1.2,1.3,0.875,0.4,1.7,2.2,3.6,0.5,0.3,1.6,1.7,6.9,-2.7
2136,Shaun Livingston,2011,5,25,0.0,1,73,0,17.3,2.5,5.4,0.466,0.0,0.1,0.25,2.5,5.4,0.46799999999999997,0.467,1.5,1.7,0.8640000000000001,0.4,1.6,2.0,2.2,0.6,0.4,1.2,1.5,6.6,-1.9
2137,Shaun Livingston,2012,6,26,0.0,2,58,27,18.8,2.2,4.7,0.469,0.0,0.1,0.667,2.2,4.6,0.466,0.47200000000000003,1.1,1.4,0.785,0.7,1.4,2.1,2.1,0.5,0.3,1.1,1.4,5.5,-2.7
2138,Shaun Livingston,2013,7,27,0.5,1,66,16,22.0,2.5,5.2,0.48,0.0,0.1,0.0,2.5,5.2,0.485,0.48,1.3,1.5,0.867,0.5,1.9,2.4,3.3,0.7,0.5,1.2,1.9,6.3,-1.8
2139,Shaun Livingston,2014,8,28,0.0,1,76,54,26.0,3.1,6.4,0.483,0.0,0.1,0.16699999999999998,3.1,6.3,0.486,0.484,2.1,2.5,0.8270000000000001,0.9,2.4,3.2,3.2,1.2,0.4,1.4,2.3,8.3,0.6
